ID,LONISID,RID
46582,5549,196
46584,5550,22
46586,5552,344
46588,5561,196
46590,5565,296
46592,5566,920
46594,5570,269
46596,5571,258
46598,5574,328
46600,5577,912
46602,5581,352
46604,5584,945
46606,5586,872
46608,5617,343
46610,5619,403
46612,5625,985
46614,5626,812
46616,5628,967
46618,5631,950
46620,5633,922
46622,5636,95
46624,5637,1027
46626,5639,369
46628,5640,361
46630,5643,1044
46632,5645,1007
46634,5647,283
46636,5655,869
46638,5656,987
46640,5658,1015
46642,5660,31
46644,5664,403
46646,5666,316
46648,5668,86
46650,5669,293
46652,5670,301
46654,5674,1063
46656,5676,378
46658,5677,369
46660,5679,1031
46662,5681,925
46664,5685,1009
46666,5686,990
46668,5688,324
46670,5690,994
46672,5693,400
46674,5695,310
46676,5696,1061
46678,5698,991
46680,5702,1040
46682,5704,1034
46684,5708,1021
46686,5710,123
46688,5716,1016
46690,5718,1030
46692,5720,260
46694,5722,321
46696,5726,295
46698,5740,351
46700,5742,162
46702,5746,416
46704,5748,979
46706,5749,1037
46708,5750,1035
46710,5753,1028
46712,5754,21
46714,5762,240
46716,5763,995
46718,5764,389
46720,5766,1045
46722,5768,1009
46724,5769,388
46726,5772,1046
46728,5779,372
46730,5781,298
46732,5782,299
46734,5785,874
46736,5786,996
46738,5789,449
46740,5791,1032
46742,5793,299
46744,57951,958
46746,5796,42
46748,5798,844
46750,5803,1041
46752,5805,865
46754,5807,1059
46756,5818,954
46758,5819,828
46760,5820,434
46762,5822,424
46764,5839,243
46766,5841,1083
46768,5844,1055
46770,5845,1066
46772,5849,41
46774,5850,370
46776,5875,555
46778,5876,300
46780,5887,324
46782,5893,989
46784,5895,417
46786,5898,1062
46788,5902,1067
46790,5905,1016
46792,5907,956
46794,5912,459
46796,5916,973
46798,5919,448
46800,5921,327
46802,5924,413
46804,5925,1043
46806,5926,500
46808,5928,1104
46810,5930,1013
46812,5931,29
46814,5935,1046
46816,5938,286
46818,5940,1031
46820,5942,300
46822,5943,1033
46824,5946,982
46826,5947,1079
46828,5949,969
46830,5950,653
46832,5951,190
46834,5954,413
46836,5955,1001
46838,5957,1024
46840,5960,315
46842,5961,1099
46844,5966,426
46846,5967,485
46848,5969,1087
46850,5972,915
46852,5973,404
46854,5976,219
46856,5977,1049
46858,5982,1101
46860,5984,1098
46862,5986,1116
46864,5987,489
46866,5989,1120
46868,5990,408
46870,5991,1073
46872,5994,404
46874,5996,1038
46876,5999,1106
46878,6000,393
46880,6001,213
46882,6003,1072
46884,6020,1102
46886,6023,472
46888,6026,1052
46890,6028,470
46892,6029,1082
46894,6033,551
46896,6034,1054
46898,6037,284
46900,6041,1056
46902,6042,458
46904,6045,390
46908,6053,335
46910,6056,335
46912,6059,1091
46914,6063,414
46916,6069,479
46918,6074,457
46920,6077,727
46922,6078,4
46924,6082,6
46926,6085,1035
46928,6089,68
46930,6091,1070
46932,6093,1018
46934,6095,534
46936,6097,23
46938,6098,1080
46940,6099,53
46942,6103,1078
46944,6105,997
46946,6106,422
46948,6108,410
46950,6110,14
46952,6111,528
46954,6113,426
46956,6117,382
46958,6118,1103
46960,6120,999
46962,6122,35
46964,6126,473
46966,6133,35
46968,6135,746
46970,6138,1094
46972,6141,1004
46974,6145,1095
46976,6148,1117
46978,6149,476
46980,6150,1097
46982,6155,1057
46988,6162,1090
46990,6164,457
46992,6165,972
46994,6168,433
46996,6170,917
46998,6176,576
47000,6179,406
47002,6181,1104
47004,6183,1126
47006,6187,1109
47008,6189,493
47010,6190,1130
47012,6194,61
47014,6197,392
47016,6204,1077
47018,6210,1066
47020,6212,461
47022,6214,417
47024,6217,1074
47026,6218,1122
47028,6219,1086
47030,6221,38
47032,6224,397
47034,6225,481
47036,6227,1055
47038,6229,568
47040,6230,520
47042,6231,588
47044,6235,519
47046,6236,568
47048,6239,50
47050,6241,567
47052,6243,513
47054,6246,514
47056,6247,450
47058,6248,47
47060,6249,448
47062,6250,511
47064,6251,1168
47066,6253,19
47068,6255,1002
47070,6259,406
47072,6261,450
47074,6265,1119
47076,6269,1121
47078,6271,354
47080,6274,904
47082,6275,514
47084,6277,516
47086,6279,1088
47088,6285,1118
47090,6286,507
47092,6287,359
47094,6288,366
47096,6290,1092
47098,6293,336
47100,6296,1098
47102,6297,976
47104,6303,1164
47106,6305,1010
47108,6306,425
47110,6310,554
47112,6312,559
47114,6315,548
47116,6316,601
47118,6320,604
47120,6322,544
47122,6323,384
47124,6325,1126
47126,6327,608
47128,6333,1082
47130,6337,622
47132,6338,545
47134,6341,619
47136,6349,533
47138,6350,493
47140,6356,535
47142,6358,33
47144,6361,517
47146,6363,1075
47148,6365,1131
47150,6366,1113
47152,6368,1123
47154,6370,176
47156,6373,419
47158,6376,401
47160,6380,522
47162,6383,1155
47164,6389,429
47166,6390,1086
47168,6393,1116
47170,6396,488
47172,6397,884
47174,6402,1148
47176,6405,1070
47178,6410,1144
47180,6415,429
47182,6416,605
47184,6418,871
47186,6419,58
47188,6422,588
47190,6423,58
47192,6424,488
47194,6425,1140
47196,6427,914
47198,6429,577
47200,6430,1137
47202,6434,1018
47204,6439,557
47206,6441,1023
47208,6443,454
47210,6451,520
47212,6453,56
47214,6455,578
47216,6457,59
47218,6459,467
47220,6462,1161
47222,6463,618
47224,6468,644
47226,6469,384
47228,6473,1169
47230,6474,177
47232,6477,1083
47234,6479,487
47236,6481,1154
47238,6484,51
47240,6487,1152
47242,6492,1135
47244,6494,1101
47246,6495,572
47248,6498,1051
47250,6501,1188
47252,6502,54
47254,6503,74
47256,6511,1165
47258,6513,405
47260,6514,262
47262,6516,425
47264,6519,552
47266,6523,634
47268,6528,1185
47270,6531,913
47272,6534,1171
47274,6535,394
47276,6537,1170
47278,6538,431
47280,6542,553
47282,6545,1114
47284,6547,1157
47286,6548,1183
47288,6552,996
47290,6553,386
47292,6555,501
47294,6558,1175
47296,6560,405
47298,6566,1138
47300,6568,1149
47302,6572,538
47304,6573,83
47306,6579,1014
47308,6580,446
47310,6588,637
47312,6592,1190
47314,6596,621
47316,6605,579
47318,6612,78
47320,6616,325
47322,6618,57
47324,6619,69
47326,6621,98
47328,6622,40
47330,6625,497
47332,6626,689
47334,6630,689
47336,6632,80
47338,6636,60
47340,6637,94
47342,6640,579
47344,6643,78
47346,6644,553
47348,6646,1212
47350,6652,1133
47352,6654,1205
47354,6655,1209
47356,6660,91
47358,6667,1192
47360,6671,81
47362,6673,1201
47364,6675,1200
47366,6677,1148
47368,6682,405
47370,6684,563
47372,6687,1158
47374,6688,558
47376,6691,1187
47378,6693,1199
47380,6694,1190
47382,6699,1182
47384,6702,1206
47386,6706,602
47388,6707,102
47390,6708,631
47392,6709,712
47394,6721,1117
47396,6723,1121
47398,6724,913
47400,6726,72
47402,6730,1088
47404,6733,1170
47406,6735,441
47408,6737,692
47410,6740,1131
47412,6742,633
47414,6743,671
47416,6750,633
47418,6751,1194
47420,6753,1197
47422,6757,67
47424,6758,1215
47426,6761,1081
47428,6766,685
47430,6769,656
47432,6773,890
47434,6776,1226
47436,6777,1185
47438,6780,1222
47440,6783,1224
47442,6802,708
47444,6805,1202
47446,6807,1191
47448,6808,1221
47450,6810,1184
47452,6812,1225
47454,6814,1218
47456,6823,1213
47458,6824,680
47460,6825,1212
47462,6827,84
47464,6835,642
47466,6837,106
47468,6840,1203
47470,6843,611
47472,6845,1169
47474,6846,1248
47476,6849,1101
47478,6852,96
47480,6857,1241
47482,6859,48
47484,6861,101
47486,6863,1072
47488,6866,715
47490,6868,690
47492,6871,1245
47494,6876,1267
47496,6878,1203
47498,6880,1202
47500,6883,1186
47502,6888,1206
47504,6890,1181
47506,6895,598
47508,6896,125
47510,6899,1247
47512,6902,606
47514,6906,1232
47516,6907,1254
47518,6909,606
47520,6912,629
47522,6914,629
47524,6917,525
47526,6921,1260
47528,6926,539
47530,6929,1250
47532,6931,546
47534,6934,682
47536,6936,1217
47538,6939,111
47540,6942,1265
47542,6944,1269
47544,6946,1255
47546,6948,474
47548,6950,464
47550,6951,90
47552,6954,112
47554,6955,88
47556,6960,1242
47558,6962,643
47560,6963,1209
47562,6967,43
47564,6970,602
47566,6972,1123
47568,6974,770
47570,6977,1210
47572,6984,525
47574,6986,1191
47576,6988,740
47578,6990,1290
47580,6993,116
47582,6995,1081
47584,7006,1243
47586,7008,1249
47588,7010,1222
47590,7016,724
47592,7017,829
47594,7020,1285
47596,7022,1281
47598,7024,1283
47600,7025,730
47602,7027,282
47604,7029,409
47606,7031,90
47608,7032,1195
47610,7034,1225
47612,7035,1309
47614,7037,87
47616,7040,691
47618,7042,89
47620,7045,1282
47622,7046,1251
47624,7048,647
47626,7050,312
47628,7054,679
47630,7056,610
47632,7058,135
47634,7061,311
47636,7062,1295
47638,7067,423
47640,7071,1262
47642,7074,672
47644,7075,686
47646,7077,139
47648,7078,1293
47650,7079,673
47652,7081,1289
47654,7082,691
47656,7086,290
47658,7087,1227
47660,7089,1277
47662,7095,478
47664,7098,1240
47666,7100,1296
47668,7101,768
47670,7106,1280
47672,7110,711
47674,7111,478
47676,7115,1308
47678,7116,1304
47680,7117,709
47682,7119,725
47684,7122,1268
47686,7124,93
47688,7126,442
47690,7128,1246
47692,7130,139
47694,7133,188
47696,7135,1242
47698,7137,1204
47700,7140,1294
47702,7142,128
47704,7147,1261
47706,7148,733
47708,7150,123
47710,7151,1306
47712,7153,741
47714,7155,142
47716,7157,566
47718,7159,1241
47720,7161,724
47722,7164,526
47724,7168,626
47726,7171,677
47728,7172,156
47730,7175,1284
47732,7177,1279
47734,7178,739
47736,7180,290
47738,7182,684
47740,7186,120
47742,7187,723
47744,7188,257
47746,7191,720
47748,7194,118
47750,7198,1318
47752,7201,1207
47754,7202,138
47756,7205,1299
47758,7207,734
47760,7209,648
47762,7211,1256
47764,7212,752
47766,7214,627
47768,7216,1244
47770,7217,1227
47772,7220,1289
47774,7224,1247
47776,7227,1158
47778,7229,1231
47780,7230,147
47782,7232,1288
47784,7234,1301
49146,15198,222
49148,26522,289
49150,65773,377
49152,65778,1014
47788,7240,702
47790,7242,1321
47792,7244,1271
47794,7246,649
47796,7248,649
47798,7250,108
47800,7251,800
47802,7256,216
47804,7259,751
47806,7260,565
47808,7262,1241
47810,7272,169
47812,7275,1330
47814,7276,141
47816,7280,1307
47818,7283,1275
47820,7284,149
47822,7288,729
47824,7292,1286
47826,7294,669
47828,7295,1314
47830,7303,314
47832,7309,166
47834,7310,1232
47836,7317,107
47838,7318,625
47840,7320,55
47842,7322,449
47844,7324,449
47846,7325,793
47848,7329,225
47850,7333,1261
47852,7335,1280
47854,7336,625
47856,7339,1262
47858,7343,722
47860,7344,1250
47862,7347,173
47864,7353,204
47866,7359,1277
47868,7360,1263
47870,7363,443
47872,7368,1335
47874,7372,1257
47876,7374,638
47878,7375,1249
47880,7377,747
47882,7380,217
47884,7384,1322
47886,7385,638
47888,7386,748
47890,7388,160
47892,7392,1311
47894,7394,1339
47896,7396,1334
47898,7399,1326
47900,7402,538
47902,7403,1292
47904,7405,667
47906,7407,159
47908,7408,171
47910,7412,1279
47912,7413,767
47914,7416,547
47916,7418,1368
47918,7421,186
47920,7422,502
47922,7428,1352
47924,7432,1253
47926,7437,1337
47928,7439,232
47930,7441,77
47932,7445,718
47934,7448,200
47936,7449,205
47938,7451,1354
47940,7453,1276
47942,7456,110
47944,7458,638
47946,7461,129
47948,7462,1341
47950,7465,1268
47952,7470,1300
47954,7474,668
47956,7480,750
47958,7483,130
47960,7485,95
47962,7487,187
47964,7502,1251
47966,7521,1350
47968,7524,1211
47970,7525,1315
47972,7527,657
47974,7531,113
47976,7534,853
47978,7537,836
47980,7540,187
47982,7543,1293
47984,7598,731
47986,7602,721
47988,7605,498
47990,7607,1363
47992,7608,76
47994,7610,1346
47996,7614,1321
47998,7617,45
48000,7620,754
48002,7622,727
48004,7624,1309
48006,7626,1288
48008,7628,420
48010,7632,1340
48012,7633,97
48014,7635,607
48016,7638,1387
48018,7640,1385
48020,7641,783
48022,7644,759
48024,7647,779
48026,7649,753
48028,7653,727
48030,7655,855
48032,7657,1393
48034,7658,753
48036,7666,575
48038,7668,1267
48040,7675,1389
48042,7676,726
48044,7677,223
48046,7683,1382
48048,7688,1387
48050,7691,1149
48052,7693,70
48054,7696,698
48056,7697,184
48058,7707,331
48060,7722,1075
48062,7730,743
48064,7731,442
48066,7742,1293
48068,7743,1292
48070,7752,184
48072,7755,531
48074,7761,109
48076,7764,221
48078,7770,792
48080,7773,1286
48082,7776,1351
48084,7780,1377
48086,7781,376
48088,7783,987
48090,7787,376
48092,7793,214
48094,7856,1371
48096,7863,835
48098,7864,1373
48100,7867,231
48102,7869,155
48104,7871,126
48106,7874,289
48108,7888,150
48110,7890,1379
48112,7904,1337
48114,7905,1267
48116,7910,835
48118,7914,1343
48120,7915,229
48122,7917,230
48124,7942,179
48126,7946,769
48128,7951,195
48130,7956,1378
48132,7957,850
48134,7961,698
48136,7968,241
48138,7971,1385
48140,7982,331
48142,7983,195
48144,7985,127
48146,7989,824
48148,7991,285
48150,8000,484
48152,8002,158
48154,8003,818
48156,8008,816
48158,8009,607
48160,8011,1384
48162,8015,814
48164,8018,856
48166,8020,1391
48168,8022,259
48170,8024,887
48172,8027,681
48174,8029,1276
48176,8030,696
48178,8034,291
48180,8037,1304
48182,8042,845
48184,8045,1366
48186,8049,194
48188,8050,194
48190,8053,792
48192,8057,963
48194,8061,1253
48196,8064,695
48198,8067,926
48200,8068,276
48202,8071,926
48204,8074,830
48206,8078,771
48208,8081,249
48210,8083,243
48212,8086,422
48214,8087,183
48216,8089,803
48218,8090,796
48220,8094,963
48222,8096,771
48224,8099,1326
48226,8101,677
48228,8104,98
48230,8110,814
48232,8111,549
48234,8117,862
48236,8119,505
48238,8121,505
48240,8129,256
48242,8143,830
48244,8146,813
48246,8149,760
48248,8151,863
48250,8153,886
48252,8157,1357
48254,8160,886
48256,8163,782
48258,8166,331
48260,8174,842
48262,8176,821
48264,8178,816
48266,8180,938
48268,8181,266
48270,8185,867
48272,8187,294
48274,8188,784
48276,8191,240
48278,8192,1331
48280,8194,388
48282,8195,326
48284,8197,352
48286,8199,860
48288,8200,861
48290,8204,1338
48292,8207,866
48294,8212,362
48296,8216,956
48298,8218,956
48300,8222,172
48302,8223,168
48304,8225,269
48306,8229,896
48308,8233,951
48310,8234,293
48312,8235,891
48314,8238,1301
48316,8248,388
48318,8253,717
48320,8257,222
48322,8259,947
48324,8263,328
48326,8265,912
48328,8267,812
48330,8269,839
48332,8272,296
48334,8285,658
48336,8289,177
48338,8302,1380
48340,8307,321
48342,8326,1138
48344,8333,410
48346,8338,923
48348,8340,912
48350,8342,952
48352,8350,930
48354,8390,310
48356,8399,374
48358,8401,916
48360,8409,369
48362,8413,825
48364,8414,908
48366,8427,343
48368,8430,907
48370,8431,892
48372,8443,880
48374,8444,873
48376,8445,916
48378,8448,941
48380,8454,934
48382,8459,344
48384,8471,303
48386,8473,337
48388,8474,303
48390,8476,332
48392,8479,889
48394,8497,931
48396,8503,852
48398,8507,675
48400,8511,1331
48402,8512,855
48404,8515,1338
48406,8517,30
48408,8526,878
48410,8529,841
48412,8531,906
48414,8533,30
48416,8550,1397
48418,8552,834
48420,8572,262
48422,8575,1034
48424,8580,920
48426,8589,922
48428,8596,920
48430,8599,922
48432,8635,1389
48434,8642,86
48436,8643,86
48438,8660,307
48440,8663,473
48442,8665,981
48444,8676,996
48446,8694,272
48448,8696,314
48450,8700,932
48452,8705,851
48454,8706,284
48456,8709,416
48458,8711,400
48460,8713,324
48462,8715,162
48464,8717,390
48466,8718,258
48468,8720,227
48470,8723,954
48472,8725,954
48474,8730,985
48476,8735,1398
48478,8737,802
48480,8741,283
48482,8743,786
48484,8746,301
48486,8750,196
48488,8753,969
48490,8755,969
48492,8757,316
48494,8760,196
48496,8763,1400
48498,8764,307
48500,8766,869
48502,8769,919
48504,8771,812
48506,8772,1040
48508,8776,929
48510,8779,260
48512,8782,260
48514,8783,298
48516,8785,282
48518,8791,324
48520,8797,190
48522,8804,404
48524,8807,433
48526,8814,1007
48528,8817,978
48530,8821,957
48532,8825,389
48534,8826,424
48536,8829,434
48538,8831,1402
48540,8833,292
48542,8836,955
48544,8838,190
48546,8843,898
48548,8847,315
48550,8850,605
48552,8855,403
48554,8857,351
48556,8865,167
48558,8872,299
48560,8875,286
48562,8876,273
48564,8881,41
48566,8883,1027
48568,8884,361
48570,8886,370
48572,8889,372
48574,8891,921
48576,8894,899
48578,8896,883
48580,8897,533
48582,8898,404
48584,8906,844
48586,8907,844
48588,8911,1001
48590,8912,459
48592,8913,843
48594,8920,378
48596,8922,470
48598,8927,528
48600,8929,1030
48602,8931,403
48604,8934,1037
48606,8936,995
48608,8938,1062
48610,8947,472
48612,8950,400
48614,8952,1063
48616,8955,925
48618,8957,335
48620,8958,908
48622,8961,384
48624,8962,973
48626,8963,336
48628,8967,335
48630,8971,1406
48632,8975,534
48634,8976,6
48636,8978,474
48638,8981,481
48640,8983,520
48642,8985,519
48644,8987,1101
48646,8989,1101
48648,8991,176
48650,8993,210
48652,8996,327
48654,8999,1015
48656,9001,417
48658,9006,1045
48660,9008,555
48662,9011,295
48664,9017,865
48666,9022,924
48668,9025,961
48670,9027,300
48672,9032,810
48674,9034,1046
48676,9036,273
48678,9040,300
48680,9041,417
48682,9043,1033
48684,9046,1009
48686,9049,1066
48688,9050,448
48690,9052,1035
48692,9056,979
48694,9058,1035
48696,9067,408
48698,9071,485
48700,9072,1066
48702,9073,1090
48704,9077,441
48706,9079,1080
48708,9081,1009
48710,9083,1083
48712,9085,1083
48714,9087,526
48716,9093,413
48718,9095,413
48720,9099,1082
48722,9102,426
48724,9104,426
48726,9107,1086
48728,9109,1010
48730,9113,446
48732,9116,535
48734,9117,1086
48736,9122,1001
48738,9125,874
48740,9128,994
48742,9130,972
48744,9133,513
48746,9135,1016
48748,9136,1041
48750,9139,1116
48752,9140,1054
48754,9143,213
48756,9146,576
48758,9147,1082
48760,9151,577
48762,9152,1120
48764,9156,1116
48766,9158,1099
48768,9172,393
48770,9174,393
48772,9176,1016
48774,9178,1098
48776,9182,517
48778,9184,611
48780,9186,1002
48782,9188,406
48784,9191,42
48786,9194,511
48788,9196,1106
48790,9199,406
48792,9200,1098
48794,9203,989
48796,9205,567
48798,9208,514
48800,9210,514
48802,9212,500
48804,9215,1070
48806,9217,1070
48808,9219,568
48810,9221,604
48812,9223,604
48814,9225,945
48816,9227,1055
48818,9229,507
48820,9232,386
48822,9234,578
48824,9236,516
48826,9238,479
48828,9239,507
48830,9241,479
48832,9243,1044
48834,9248,904
48836,9256,450
48838,9259,450
48840,9262,1095
48842,9265,548
48844,9266,545
48846,9270,454
48848,9272,290
48850,9273,325
48852,9276,414
48854,9279,982
48856,9281,915
48858,9282,518
48860,9288,1104
48862,9290,1104
48864,9293,441
48866,9296,553
48868,9299,1018
48870,9302,872
48872,9305,425
48874,9308,467
48876,9309,1018
48878,9312,425
48880,9314,33
48882,9317,464
48884,9320,1038
48886,9323,290
48888,9326,382
48890,9328,392
48892,9330,392
48894,9332,487
48896,9335,487
48898,9338,429
48900,9339,429
48902,9344,377
48904,9347,458
48906,9349,917
48908,9351,1059
48910,9353,497
48912,9355,1126
48914,9357,1409
48916,9362,384
48918,9364,1407
48920,9365,1056
48922,9369,366
48924,9370,1032
48926,9376,605
48928,9377,1078
48930,9382,950
48932,9383,605
48934,9385,50
48936,9386,1168
48938,9390,967
48940,9395,1077
48942,9400,1155
48944,9401,341
48946,9402,382
48948,9406,1126
48950,9409,1102
48952,9416,619
48954,9417,522
48956,9419,1046
48958,9422,579
48960,9425,579
48962,9426,1073
48964,9431,1412
48966,9432,554
48968,9436,442
48970,9438,531
48972,9441,461
48974,9443,1004
48976,9446,557
48978,9450,419
48980,9454,1021
48982,9459,493
48984,9473,622
48986,9476,622
48988,9479,394
48990,9481,997
48992,9482,431
48994,9487,608
48996,9489,984
48998,9499,644
49000,9503,1043
49002,9505,1394
49004,9514,1161
49006,9517,51
49008,9519,1164
49010,9525,551
49012,9526,671
49014,9531,588
49016,9532,588
49018,9535,637
49020,9538,1013
49022,9539,1072
49024,9544,1103
49026,9545,1140
49028,9548,312
49030,9550,311
49032,9551,1148
49034,9553,544
49036,9563,621
49038,9567,1137
49040,9568,1417
49042,9571,60
49044,9573,1135
49046,9581,572
49048,9589,634
49050,9592,1109
49052,9594,1171
49054,9606,1051
49056,9622,1165
49058,9624,1118
49060,9634,976
49062,9636,914
49064,9644,488
49066,9648,488
49068,9657,448
49070,9660,559
49072,9662,559
49074,9663,501
49076,9665,501
49078,9668,625
49080,9670,1417
49082,9671,656
49084,9674,625
49086,9676,909
49088,9686,1148
49090,9691,1018
49092,9692,1411
49094,9694,1131
49096,9696,1190
49098,9701,601
49100,9703,633
49102,9707,1190
49104,9709,633
49106,9711,1188
49108,9713,54
49110,9717,1052
49112,9720,673
49114,9723,563
49116,9734,102
49118,9741,1088
49120,9744,642
49122,9746,1130
49124,9748,643
49126,9750,913
49128,9752,558
49130,9753,913
49132,9754,457
49134,9758,457
49136,9875,677
49138,9883,1213
49140,9894,677
49142,9921,1122
2644,42775,118
2642,42650,116
2640,41600,225
2628,40458,989
2626,40104,1045
2624,39772,919
2622,39623,952
2620,39621,951
2618,39620,1007
2616,39627,934
2614,38017,835
2612,36895,1243
2610,36676,680
2608,36677,709
2606,36630,1131
2604,36511,1331
2602,36257,1123
2598,35359,605
2596,35310,644
2594,34944,671
2676,46283,717
2590,34258,1318
2588,33983,55
2586,33940,441
2584,33885,408
2582,33847,260
2580,33793,166
2578,33739,337
2576,33695,296
2574,33697,307
2572,33699,1326
2570,33545,384
2568,33169,289
2566,33140,130
2564,33050,276
2562,33060,1318
2560,33049,159
2558,33010,214
2556,32960,298
2554,32860,1351
2552,32652,256
2550,32506,232
2548,32542,285
2546,32461,123
2544,32464,1352
2542,32367,259
2540,32299,1300
2538,32294,1269
2536,32280,1255
2534,32287,1346
2532,32147,1250
2530,32000,156
2528,31933,113
2526,31895,1122
2524,31885,1187
2522,31832,1387
2520,31775,1249
2518,31771,217
2516,31734,695
2514,31719,1232
2512,31714,1218
2510,31534,602
2508,31502,108
2506,31478,1046
2504,31464,377
2502,31461,61
2500,31203,1130
2498,31446,116
2496,31129,142
2494,31114,981
2492,31115,907
2490,31123,120
2488,31077,1063
2486,31010,802
2484,31033,118
2482,30964,96
2480,30943,610
2478,30874,112
2476,30860,106
2472,30786,555
2474,30784,1097
2470,30741,989
2468,30728,1378
2466,30731,767
2464,30704,878
2462,30654,914
2460,30689,72
2458,30640,997
2456,30641,68
2452,30562,74
2450,30561,945
2448,30505,1066
2446,30488,1078
2444,30465,951
2442,30469,952
2440,30470,952
2438,30381,972
2436,30395,1010
2434,30376,1032
2432,30122,35
2430,30140,56
2428,30145,59
2426,30137,994
2424,30084,673
2422,30066,672
2420,30071,546
2418,30056,1034
2416,30069,498
2414,30024,984
2410,29909,985
2804,30840,2237
2408,29797,722
2406,29780,842
2404,29738,1408
2402,29730,869
2400,29635,359
2398,29634,925
2396,29647,1098
2394,29648,1016
2392,29653,845
2390,29621,1045
2388,29551,834
2386,29509,873
2384,29463,926
2382,29429,1407
2380,29427,229
2378,29326,923
2376,29327,922
2374,29300,906
2372,29290,553
2370,29306,920
2368,29262,867
2366,29213,625
2364,29207,813
2362,29177,657
2360,29164,830
2358,29114,89
2356,29119,887
2354,29048,824
2352,28994,420
2350,28951,1417
2348,28909,702
2346,28731,800
2344,28667,520
2316,26588,376
2314,26627,1326
2312,27617,1117
2310,28003,548
2306,29184,563
2308,28665,519
2304,29922,843
2300,30116,1030
2298,30596,47
2296,30939,1169
2294,30944,69
2292,31201,1226
2290,31530,731
2284,31906,1286
2286,31865,169
2288,31687,126
2342,28590,558
2340,28594,698
2336,28433,1414
2338,28455,1427
2334,28416,1419
2332,28409,626
2330,28108,667
2328,28001,658
2326,27918,729
2324,27826,685
2322,27780,459
2320,27755,622
2318,27681,618
386,31810,2047
390,31828,2208
392,31860,2190
394,31869,2055
400,30726,2210
402,30719,2100
404,29148,2084
406,31983,2240
410,27380,2010
412,27499,2007
414,27508,2010
418,27744,2018
420,27767,2012
422,27785,2017
426,27809,2022
428,27907,2027
430,28149,2026
432,28233,2037
436,28417,2042
440,28458,2055
442,28627,2047
448,28701,2043
454,28854,2060
456,28803,2070
2634,41547,272
460,28871,2071
462,28870,2072
466,28875,2077
468,28873,2052
470,28938,2061
472,28949,2083
476,29004,2099
478,29038,2079
480,29054,2018
482,29116,2106
484,29142,2100
486,29192,2119
488,29202,2087
494,29242,2093
496,29256,2010
498,29273,2121
500,29286,2022
502,29329,2124
504,29312,2125
506,29311,2063
510,29362,2027
512,29397,2010
514,29399,2142
516,29405,2133
518,29424,2123
522,29434,2116
524,29469,2026
526,29525,2164
528,29516,2150
530,29553,89
534,29568,2138
536,29585,2168
540,29623,2146
544,29707,2171
546,29714,2174
548,29724,2183
550,29723,2037
552,29717,2175
554,29750,2194
556,29754,2184
558,29749,2042
560,29753,2187
562,29764,778
568,29786,2195
570,29799,2055
574,29823,2074
576,29827,2118
580,29891,2111
582,29899,2205
584,29963,2068
588,29982,2213
594,29969,2199
600,30004,2193
602,30017,2239
604,30014,2036
606,30035,2072
608,30030,2060
610,30036,2047
612,30050,2073
614,30075,2219
616,30103,2180
618,30113,2192
620,30100,2234
622,30096,2043
624,30127,2185
626,30118,2077
630,30169,2238
632,30167,2167
634,30384,2245
636,30389,2249
638,30392,2052
640,30438,2233
642,30432,2079
644,30430,2099
646,30427,2119
648,30417,2240
650,30461,2070
656,30499,2057
658,30540,2247
660,30555,2248
662,30569,2106
664,30573,2063
668,30610,2121
670,30632,2093
672,30635,2191
680,30813,2263
682,30842,2125
2802,30005,973
686,30833,2116
688,30830,2124
690,30847,2010
694,30936,2225
696,30993,2026
700,30999,2018
702,30991,2164
704,30989,2083
706,31006,2150
708,31049,2264
710,31157,2146
714,31164,2087
720,31468,2183
722,31492,2307
726,31504,2296
728,31507,2148
732,31532,2037
734,31542,2043
738,31563,2027
742,31651,2187
744,31677,2196
746,31673,2042
748,31703,1186
754,31735,2205
756,31776,2200
758,31780,2314
762,31797,2155
764,31792,2238
768,31844,2219
772,31874,2213
776,31908,2332
778,31879,2247
780,31944,2073
782,31936,2167
784,31948,2233
788,31974,2315
790,31986,2180
792,31980,2077
794,31998,2061
796,32038,1261
798,32046,2058
800,32034,2316
802,31992,2234
808,32055,1195
810,32062,2153
814,32089,2079
820,32083,2278
822,32116,2052
826,32137,2245
830,32140,2336
836,32177,2201
840,32214,2220
842,32217,2036
846,32260,2333
852,32282,2185
854,32288,2324
856,32286,2072
858,32285,2083
860,32337,2151
862,32336,2151
864,32397,2074
866,32389,2191
870,32462,2100
874,32569,2099
876,32554,2061
878,32565,2138
880,32733,1268
882,32745,2125
884,32780,1288
886,32790,2093
890,32855,2237
892,32859,2063
894,32948,2357
896,32993,2142
898,32991,2363
902,33026,2116
904,33064,2263
908,33109,2367
912,33515,2068
914,33521,2373
916,33506,2119
918,33541,2150
924,33603,2264
926,33574,2216
930,33594,2124
934,33666,1280
936,33637,2164
938,33667,2274
942,33702,2284
946,33720,2225
950,33764,2219
954,33797,2370
958,33767,2374
962,33825,2106
968,33816,2210
970,33829,2307
972,33843,2249
978,33907,2301
980,33887,2379
984,33995,2381
990,34010,2308
994,34022,2109
996,33999,2121
998,34004,2146
1002,34118,2304
1006,34191,2148
1008,34203,2378
1012,34303,2087
1016,34295,2380
1020,34408,2196
1022,34417,2332
1024,34425,2245
1028,34580,2213
1032,34546,2195
2798,53830,2380
1036,34577,2190
1040,34600,2233
1042,34684,2240
1044,34688,2205
1046,34755,2153
1052,34761,2183
